,Unnamed: 0,Time ,User's full name ,Affected user ,Event context ,Component ,Name of event ,Description ,Origin ,IP address 
621,621,16.01.2021 19:28:09,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:258b:a21e:79e1:a80c
622,622,16.01.2021 19:28:08,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:258b:a21e:79e1:a80c
623,623,16.01.2021 19:27:49,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:258b:a21e:79e1:a80c
650,650,16.01.2021 15:32:16,159,-,Task: 14.01 Exam Logs and Video Submission ,Comments to work ,Comment has been created ,The user with id '155293' added the comment with id '99243' to the submission with id '1897322' for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:ace8:42dc:f8cf:673d
651,651,16.01.2021 15:28:51,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:ace8:42dc:f8cf:673d
652,652,16.01.2021 15:28:50,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:ace8:42dc:f8cf:673d
653,653,16.01.2021 15:28:29,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:ace8:42dc:f8cf:673d
666,666,16.01.2021 11:36:13,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:3c50:ebb6:133d:5c05
695,695,15.01.2021 21:40:33,159,159,Test: 14.01 Estimated part of the exam ,Test ,Test performance test was reviewed ,The user with id '155293' has had their attempt with id '4385852' reviewed by the user with id '155293' for the quiz with course module id '754604'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
696,696,15.01.2021 21:40:30,159,-,Test: 14.01 Estimated part of the exam ,Test ,The course module has been viewed. ,The user with id '155293' viewed the 'quiz' activity with course module id '754604'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
697,697,15.01.2021 21:40:12,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
698,698,15.01.2021 21:40:06,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
699,699,15.01.2021 21:40:06,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
700,700,15.01.2021 21:40:04,159,-,Test: 14.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '155293' viewed the 'quiz' activity with course module id '543132'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
701,701,15.01.2021 21:39:02,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has had their attempt with id '4386218' reviewed by the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
702,702,15.01.2021 21:38:52,159,-,Test: 14.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '155293' viewed the 'quiz' activity with course module id '543132'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
703,703,15.01.2021 21:37:48,159,-,Test: Sample examination section 1 ,Test ,The course module has been viewed. ,The user with id '155293' viewed the 'quiz' activity with course module id '541451'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
704,704,15.01.2021 21:37:14,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:70c7:11b0:eb13:31f9
757,757,15.01.2021 18:22:01,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
800,800,15.01.2021 16:27:01,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:e437:f813:f744:15f
805,805,15.01.2021 13:52:51,159,-,Task: Presentation of sample exam logs and video ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '542234'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
806,806,15.01.2021 13:52:51,159,-,Task: Presentation of sample exam logs and video ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '542234'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
807,807,15.01.2021 13:52:28,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
822,822,15.01.2021 12:41:34,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
823,823,15.01.2021 12:35:45,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
824,824,15.01.2021 12:16:43,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
825,825,15.01.2021 12:16:42,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
826,826,15.01.2021 12:16:05,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
827,827,15.01.2021 11:07:53,159,-,Test: 14.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '155293' viewed the 'quiz' activity with course module id '543132'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
828,828,15.01.2021 11:07:47,159,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155293' viewed the course with id '500'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
829,829,15.01.2021 11:05:50,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:46f:6043:4f88:20a8
869,869,15.01.2021 09:52:28,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:9c08:de1b:776c:d053
870,870,15.01.2021 08:34:09,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:c4d7:c533:5edf:91f6
875,875,14.01.2021 23:24:23,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:1867:5e57:3a36:bac6
876,876,14.01.2021 21:06:34,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 155293 viewed description of VPL activity with id 3123,web,2001:7d0:8aab:f80:dc7e:fafd:3174:7127
877,877,14.01.2021 21:06:19,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:dc7e:fafd:3174:7127
885,885,14.01.2021 19:43:50,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 155293 viewed description of VPL activity with id 3123,web,2001:7d0:8aab:f80:a840:98da:e710:7d1d
886,886,14.01.2021 19:42:54,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:a840:98da:e710:7d1d
948,948,14.01.2021 17:01:34,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
949,949,14.01.2021 17:01:34,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
951,951,14.01.2021 17:01:02,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
952,952,14.01.2021 16:59:14,159,-,File: 14.01 Exam programming tasks ,File ,The course module has been viewed. ,The user with id '155293' viewed the 'resource' activity with course module id '831785'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
953,953,14.01.2021 16:59:06,159,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155293' viewed the course with id '500'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
955,955,14.01.2021 16:58:58,159,159,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '155293' viewed the user report for the course with id '500' for user with id '155293'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
965,965,14.01.2021 16:57:03,159,159,Feedback: 8. Additional task - final question (1 p) ,Feedback ,The answer is submitted ,The user with id '155293' submitted response for 'feedback' activity with course module id '543958'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1029,1029,14.01.2021 16:37:30,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Viewed ,The user with id 155293 viewed  VPL submission with id 1357574,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1030,1030,14.01.2021 16:37:27,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Uploaded ,The user with id 155293 uploaded  VPL submission with id 1357574,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1031,1031,14.01.2021 16:37:08,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 155293 viewed description of VPL activity with id 3123,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1032,1032,14.01.2021 16:37:00,159,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155293' viewed the course with id '500'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1033,1033,14.01.2021 16:36:16,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Viewed ,The user with id 155293 viewed  VPL submission with id 1357573,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1034,1034,14.01.2021 16:36:15,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Uploaded ,The user with id 155293 uploaded  VPL submission with id 1357573,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1035,1035,14.01.2021 16:35:49,159,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 155293 viewed description of VPL activity with id 3123,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1036,1036,14.01.2021 16:35:45,159,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155293' viewed the course with id '500'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1037,1037,14.01.2021 16:35:42,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1038,1038,14.01.2021 16:35:41,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1039,1039,14.01.2021 16:35:36,159,-,Feedback: 8. Additional task - final question (1 p) ,Feedback ,The course module has been viewed. ,The user with id '155293' viewed the 'feedback' activity with course module id '543958'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1040,1040,14.01.2021 16:35:21,159,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155293' viewed the course with id '500'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1041,1041,14.01.2021 16:35:10,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1042,1042,14.01.2021 16:35:10,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1043,1043,14.01.2021 16:35:09,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The work has been submitted. ,The user with id '155293' has submitted the submission with id '1897322' for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1044,1044,14.01.2021 16:35:09,159,159,Task: 14.01 Exam Logs and Video Submission ,Online text submission ,The work to be submitted is created. ,The user with id '155293' created an online text submission with '0' words in the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1045,1045,14.01.2021 16:35:09,159,-,Task: 14.01 Exam Logs and Video Submission ,Online text submission ,Web-based text is uploaded. ,The user with id '155293' has saved an online text submission with id '1897322' in the assignment activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1046,1046,14.01.2021 16:35:09,159,159,Task: 14.01 Exam Logs and Video Submission ,Filing file ,The work to be submitted is created. ,The user with id '155293' created a file submission and uploaded '5' file/s in the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1047,1047,14.01.2021 16:35:09,159,-,Task: 14.01 Exam Logs and Video Submission ,Filing file ,The file is uploaded. ,The user with id '155293' has uploaded a file to the submission with id '1897322' in the assignment activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1048,1048,14.01.2021 16:35:09,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1051,1051,14.01.2021 16:32:54,159,159,Task: 14.01 Exam Logs and Video Submission ,Task ,The submission form is viewed. ,The user with id '155293' viewed their submission for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1052,1052,14.01.2021 16:32:54,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1053,1053,14.01.2021 16:32:50,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155293' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1054,1054,14.01.2021 16:32:50,159,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155293' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1055,1055,14.01.2021 16:32:44,159,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155293' viewed the course with id '500'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1060,1060,14.01.2021 16:28:03,159,-,Test: 14.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '155293' viewed the 'quiz' activity with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1061,1061,14.01.2021 16:28:02,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,The test has been performed ,The user with id '155293' has submitted the attempt with id '4386218' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1062,1062,14.01.2021 16:28:02,159,159,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '155293' updated the grade with id '13816627' for the user with id '155293' for the grade item with id '108531'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1063,1063,14.01.2021 16:27:59,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test summary was reviewed ,The user with id '155293' has viewed the summary for the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1064,1064,14.01.2021 16:27:57,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1065,1065,14.01.2021 16:27:56,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1066,1066,14.01.2021 16:27:53,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1067,1067,14.01.2021 16:27:51,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1068,1068,14.01.2021 16:27:49,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1069,1069,14.01.2021 16:27:47,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1071,1071,14.01.2021 16:27:45,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1073,1073,14.01.2021 16:27:43,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1074,1074,14.01.2021 16:27:40,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1075,1075,14.01.2021 16:27:37,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1098,1098,14.01.2021 16:18:32,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
1108,1108,14.01.2021 16:16:19,159,159,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155293' has viewed the attempt with id '4386218' belonging to the user with id '155293' for the quiz with course module id '543132'.,web,2001:7d0:8aab:f80:2986:3af8:4492:b694
