,Unnamed: 0,Time ,User's full name ,Affected user ,Event context ,Component ,Name of event ,Description ,Origin ,IP address 
3799,3799,12.01.2021 12:47:21,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.167
3813,3813,12.01.2021 08:54:25,201,-,VPL Exercise: 8.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 122378 viewed description of VPL activity with id 2155,web,91.129.108.23
3814,3814,12.01.2021 08:54:10,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,91.129.108.23
3815,3815,12.01.2021 08:53:51,201,-,Forum: Forum ,Forum ,The discussion updated ,The user with id '122378' has viewed the discussion with id '633119' in the forum with course module id '83875'.,web,91.129.108.23
3816,3816,12.01.2021 08:53:47,201,-,Forum: Forum ,Forum ,The course module has been viewed. ,The user with id '122378' viewed the 'forum' activity with course module id '83875'.,web,91.129.108.23
3817,3817,12.01.2021 08:53:42,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,91.129.108.23
3818,3818,12.01.2021 08:53:39,201,-,VPL Exercise: 8.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 122378 viewed description of VPL activity with id 2155,web,91.129.108.23
3819,3819,12.01.2021 08:53:24,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,91.129.108.23
3954,3954,11.01.2021 08:54:27,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,91.129.96.36
4023,4023,10.01.2021 22:10:20,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,91.129.96.36
4121,4121,10.01.2021 16:04:01,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4126,4126,10.01.2021 14:37:47,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,91.129.96.36
4148,4148,10.01.2021 11:39:28,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,91.129.96.36
4276,4276,9.01.2021 18:26:15,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4407,4407,9.01.2021 14:35:11,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4408,4408,9.01.2021 14:34:59,201,-,Test: 8.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '122378' viewed the 'quiz' activity with course module id '543123'.,web,90.191.105.20
4410,4410,9.01.2021 14:34:25,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4411,4411,9.01.2021 14:34:18,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4412,4412,9.01.2021 14:34:12,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4451,4451,9.01.2021 13:37:29,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '122378' has viewed the submission status page for the assignment with course module id '543106'.,web,90.191.105.20
4452,4452,9.01.2021 13:37:29,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4453,4453,9.01.2021 13:37:19,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4514,4514,9.01.2021 10:27:45,201,-,Test: 8.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '122378' viewed the 'quiz' activity with course module id '543123'.,web,91.129.96.36
4515,4515,9.01.2021 10:27:34,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,91.129.96.36
4516,4516,9.01.2021 09:29:48,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,91.129.96.36
4517,4517,9.01.2021 09:29:15,201,-,Test: 8.01 Estimated part of the exam ,Test ,The course module has been viewed. ,The user with id '122378' viewed the 'quiz' activity with course module id '543104'.,web,91.129.96.36
4518,4518,9.01.2021 09:29:12,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,91.129.96.36
4519,4519,9.01.2021 09:29:04,201,-,VPL Exercise: 8.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 122378 viewed description of VPL activity with id 2155,web,91.129.96.36
4520,4520,9.01.2021 09:28:47,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,91.129.96.36
4521,4521,9.01.2021 09:28:34,201,-,Forum: Forum ,Forum ,The discussion updated ,The user with id '122378' has viewed the discussion with id '633119' in the forum with course module id '83875'.,web,91.129.96.36
4522,4522,9.01.2021 09:28:28,201,-,Forum: Forum ,Forum ,The course module has been viewed. ,The user with id '122378' viewed the 'forum' activity with course module id '83875'.,web,91.129.96.36
4523,4523,9.01.2021 09:28:24,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,91.129.96.36
4528,4528,8.01.2021 19:14:15,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,91.129.96.36
4537,4537,8.01.2021 17:14:37,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4538,4538,8.01.2021 17:14:25,201,-,Test: 8.01 Estimated part of the exam ,Test ,The course module has been viewed. ,The user with id '122378' viewed the 'quiz' activity with course module id '543104'.,web,90.191.105.20
4539,4539,8.01.2021 17:14:19,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4540,4540,8.01.2021 17:14:18,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4541,4541,8.01.2021 17:14:16,201,201,Feedback: 8. Additional task - final question (1 p) ,Feedback ,The answer is submitted ,The user with id '122378' submitted response for 'feedback' activity with course module id '543958'.,web,90.191.105.20
4542,4542,8.01.2021 17:01:06,201,-,Feedback: 8. Additional task - final question (1 p) ,Feedback ,The course module has been viewed. ,The user with id '122378' viewed the 'feedback' activity with course module id '543958'.,web,90.191.105.20
4543,4543,8.01.2021 17:00:58,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4545,4545,8.01.2021 15:49:28,201,-,Test: 8.01 Estimated part of the exam ,Test ,The course module has been viewed. ,The user with id '122378' viewed the 'quiz' activity with course module id '543104'.,web,90.191.105.20
4546,4546,8.01.2021 15:49:18,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4547,4547,8.01.2021 15:49:03,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4548,4548,8.01.2021 14:56:06,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4549,4549,8.01.2021 14:55:58,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4550,4550,8.01.2021 14:55:54,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '122378' has viewed the submission status page for the assignment with course module id '543106'.,web,90.191.105.20
4551,4551,8.01.2021 14:55:53,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4552,4552,8.01.2021 14:55:53,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The work has been submitted. ,The user with id '122378' has submitted the submission with id '1891232' for the assignment with course module id '543106'.,web,90.191.105.20
4553,4553,8.01.2021 14:55:53,201,201,Task: 8.01 Exam Logs and Video Submission ,Online text submission ,The work provided has been updated. ,The user with id '122378' updated an online text submission with '10' words in the assignment with course module id '543106'.,web,90.191.105.20
4554,4554,8.01.2021 14:55:53,201,-,Task: 8.01 Exam Logs and Video Submission ,Online text submission ,Web-based text is uploaded. ,The user with id '122378' has saved an online text submission with id '1891232' in the assignment activity with course module id '543106'.,web,90.191.105.20
4555,4555,8.01.2021 14:55:53,201,201,Task: 8.01 Exam Logs and Video Submission ,Filing file ,The work provided has been updated. ,The user with id '122378' updated a file submission and uploaded '1' file/s in the assignment with course module id '543106'.,web,90.191.105.20
4556,4556,8.01.2021 14:55:53,201,-,Task: 8.01 Exam Logs and Video Submission ,Filing file ,The file is uploaded. ,The user with id '122378' has uploaded a file to the submission with id '1891232' in the assignment activity with course module id '543106'.,web,90.191.105.20
4557,4557,8.01.2021 14:55:53,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4558,4558,8.01.2021 14:55:42,201,201,Task: 8.01 Exam Logs and Video Submission ,Task ,The submission form is viewed. ,The user with id '122378' viewed their submission for the assignment with course module id '543106'.,web,90.191.105.20
4559,4559,8.01.2021 14:55:42,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4560,4560,8.01.2021 14:55:35,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '122378' has viewed the submission status page for the assignment with course module id '543106'.,web,90.191.105.20
4561,4561,8.01.2021 14:55:35,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4562,4562,8.01.2021 14:55:31,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4585,4585,8.01.2021 13:47:38,201,-,Feedback: 8. Additional task - final question (1 p) ,Feedback ,The course module has been viewed. ,The user with id '122378' viewed the 'feedback' activity with course module id '543958'.,web,91.129.96.36
4586,4586,8.01.2021 13:47:29,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,91.129.96.36
4725,4725,8.01.2021 13:02:34,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '122378' has viewed the submission status page for the assignment with course module id '543106'.,web,90.191.105.20
4726,4726,8.01.2021 13:02:34,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4727,4727,8.01.2021 13:02:30,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4735,4735,8.01.2021 13:01:38,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '122378' has viewed the submission status page for the assignment with course module id '543106'.,web,90.191.105.20
4736,4736,8.01.2021 13:01:38,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4737,4737,8.01.2021 13:01:38,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The work has been submitted. ,The user with id '122378' has submitted the submission with id '1891232' for the assignment with course module id '543106'.,web,90.191.105.20
4738,4738,8.01.2021 13:01:37,201,201,Task: 8.01 Exam Logs and Video Submission ,Online text submission ,The work to be submitted is created. ,The user with id '122378' created an online text submission with '0' words in the assignment with course module id '543106'.,web,90.191.105.20
4739,4739,8.01.2021 13:01:37,201,-,Task: 8.01 Exam Logs and Video Submission ,Online text submission ,Web-based text is uploaded. ,The user with id '122378' has saved an online text submission with id '1891232' in the assignment activity with course module id '543106'.,web,90.191.105.20
4740,4740,8.01.2021 13:01:37,201,201,Task: 8.01 Exam Logs and Video Submission ,Filing file ,The work to be submitted is created. ,The user with id '122378' created a file submission and uploaded '1' file/s in the assignment with course module id '543106'.,web,90.191.105.20
4741,4741,8.01.2021 13:01:37,201,-,Task: 8.01 Exam Logs and Video Submission ,Filing file ,The file is uploaded. ,The user with id '122378' has uploaded a file to the submission with id '1891232' in the assignment activity with course module id '543106'.,web,90.191.105.20
4742,4742,8.01.2021 13:01:37,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4746,4746,8.01.2021 13:01:07,201,201,Task: 8.01 Exam Logs and Video Submission ,Task ,The submission form is viewed. ,The user with id '122378' viewed their submission for the assignment with course module id '543106'.,web,90.191.105.20
4747,4747,8.01.2021 13:01:07,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4748,4748,8.01.2021 13:01:02,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '122378' has viewed the submission status page for the assignment with course module id '543106'.,web,90.191.105.20
4749,4749,8.01.2021 13:01:01,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4750,4750,8.01.2021 13:00:58,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4753,4753,8.01.2021 13:00:34,201,-,VPL Exercise: 8.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Viewed ,The user with id 122378 viewed  VPL submission with id 1357198,web,90.191.105.20
4755,4755,8.01.2021 13:00:31,201,-,VPL Exercise: 8.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Uploaded ,The user with id 122378 uploaded  VPL submission with id 1357198,web,90.191.105.20
4769,4769,8.01.2021 12:58:38,201,-,VPL Exercise: 8.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 122378 viewed description of VPL activity with id 2155,web,90.191.105.20
4770,4770,8.01.2021 12:58:31,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4781,4781,8.01.2021 12:54:54,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4816,4816,8.01.2021 12:27:09,201,-,BIGBLUEBUTTONBN: ABILINE ,Bigbluebuttonbn ,BigBlueButtonBn's meeting joined ,The user with id '122378' has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id '7913' for the course id '500'.,web,90.191.105.20
4817,4817,8.01.2021 12:27:06,201,-,BIGBLUEBUTTONBN: ABILINE ,Bigbluebuttonbn ,BigBlueButtonbn's action has been viewed ,The user with id '122378' viewed the bigbluebuttonbn activity with id '7913' for the course id '500'.,web,90.191.105.20
4818,4818,8.01.2021 12:21:24,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4819,4819,8.01.2021 12:21:22,201,-,Forum: Forum ,Forum ,The course module has been viewed. ,The user with id '122378' viewed the 'forum' activity with course module id '83875'.,web,90.191.105.20
4820,4820,8.01.2021 12:21:20,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4821,4821,8.01.2021 12:21:05,201,201,Course: Programming (LTAT.03.001) ,System ,The course user report has been viewed. ,The user with id '122378' viewed the user report for the course with id '500' for user with id '122378'.,web,90.191.105.20
4822,4822,8.01.2021 12:20:29,201,-,Poll: Declaration ,Poll ,The course module has been viewed. ,The user with id '122378' viewed the 'choice' activity with course module id '824139'.,web,90.191.105.20
4826,4826,8.01.2021 11:59:36,201,-,File: Statistics.txt ,File ,The course module has been viewed. ,The user with id '122378' viewed the 'resource' activity with course module id '829837'.,web,90.191.105.20
4833,4833,8.01.2021 11:33:10,201,-,File: 8.01 Exam programming tasks ,File ,The course module has been viewed. ,The user with id '122378' viewed the 'resource' activity with course module id '829925'.,web,90.191.105.20
4834,4834,8.01.2021 11:32:46,201,-,File: Rules for Exam (and Follow-up) ,File ,The course module has been viewed. ,The user with id '122378' viewed the 'resource' activity with course module id '828095'.,web,90.191.105.20
4835,4835,8.01.2021 11:32:34,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4836,4836,8.01.2021 11:32:33,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,The test has been performed ,The user with id '122378' has submitted the attempt with id '4362734' for the quiz with course module id '543123'.,web,90.191.105.20
4837,4837,8.01.2021 11:32:33,201,201,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '122378' updated the grade with id '13814684' for the user with id '122378' for the grade item with id '108528'.,web,90.191.105.20
4838,4838,8.01.2021 11:32:31,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test summary was reviewed ,The user with id '122378' has viewed the summary for the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4839,4839,8.01.2021 11:32:30,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4840,4840,8.01.2021 11:28:36,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4841,4841,8.01.2021 11:28:35,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4842,4842,8.01.2021 11:28:33,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4843,4843,8.01.2021 11:28:32,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4844,4844,8.01.2021 11:28:31,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4845,4845,8.01.2021 11:28:29,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4846,4846,8.01.2021 11:28:28,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4848,4848,8.01.2021 11:23:35,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4849,4849,8.01.2021 11:22:23,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4850,4850,8.01.2021 11:22:20,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4851,4851,8.01.2021 11:22:16,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4854,4854,8.01.2021 11:15:26,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4858,4858,8.01.2021 11:11:11,201,-,Test: 8.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '122378' viewed the 'quiz' activity with course module id '543123'.,web,90.191.105.20
4860,4860,8.01.2021 11:04:40,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4861,4861,8.01.2021 11:04:36,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4863,4863,8.01.2021 11:01:35,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4892,4892,8.01.2021 10:52:14,201,-,File: 8.01 Exam programming tasks ,File ,The course module has been viewed. ,The user with id '122378' viewed the 'resource' activity with course module id '829925'.,web,90.191.105.20
4893,4893,8.01.2021 10:52:10,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4894,4894,8.01.2021 10:50:57,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4895,4895,8.01.2021 10:50:54,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '122378' has viewed the submission status page for the assignment with course module id '543106'.,web,90.191.105.20
4896,4896,8.01.2021 10:50:53,201,-,Task: 8.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '122378' viewed the 'assign' activity with course module id '543106'.,web,90.191.105.20
4897,4897,8.01.2021 10:50:52,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4898,4898,8.01.2021 10:50:47,201,-,VPL Exercise: 8.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 122378 viewed description of VPL activity with id 2155,web,90.191.105.20
4902,4902,8.01.2021 10:48:56,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4909,4909,8.01.2021 10:45:17,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4910,4910,8.01.2021 10:45:13,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4911,4911,8.01.2021 10:44:38,201,-,File: Rules for Exam (and Follow-up) ,File ,The course module has been viewed. ,The user with id '122378' viewed the 'resource' activity with course module id '828095'.,web,90.191.105.20
4914,4914,8.01.2021 10:44:31,201,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '122378' viewed the course with id '500'.,web,90.191.105.20
4915,4915,8.01.2021 10:44:24,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
4916,4916,8.01.2021 10:44:19,201,201,Test: 8.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '122378' has viewed the attempt with id '4362734' belonging to the user with id '122378' for the quiz with course module id '543123'.,web,90.191.105.20
