,Unnamed: 0,Time ,User's full name ,Affected user ,Event context ,Component ,Name of event ,Description ,Origin ,IP address 
469,469,14.01.2021 16:43:46,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
500,500,14.01.2021 16:32:05,282,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Viewed ,The user with id 155264 viewed  VPL submission with id 1357541,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
502,502,14.01.2021 16:31:40,282,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Edited ,The user with id 155264 edited  VPL submission with id 1357541,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
503,503,14.01.2021 16:31:37,282,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 155264 viewed description of VPL activity with id 3123,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
505,505,14.01.2021 16:31:31,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
512,512,14.01.2021 16:28:01,282,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155264' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
513,513,14.01.2021 16:28:00,282,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155264' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
514,514,14.01.2021 16:28:00,282,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The work has been submitted. ,The user with id '155264' has submitted the submission with id '1897280' for the assignment with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
515,515,14.01.2021 16:28:00,282,282,Task: 14.01 Exam Logs and Video Submission ,Online text submission ,The work to be submitted is created. ,The user with id '155264' created an online text submission with '11' words in the assignment with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
516,516,14.01.2021 16:28:00,282,-,Task: 14.01 Exam Logs and Video Submission ,Online text submission ,Web-based text is uploaded. ,The user with id '155264' has saved an online text submission with id '1897280' in the assignment activity with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
517,517,14.01.2021 16:28:00,282,282,Task: 14.01 Exam Logs and Video Submission ,Filing file ,The work to be submitted is created. ,The user with id '155264' created a file submission and uploaded '2' file/s in the assignment with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
518,518,14.01.2021 16:28:00,282,-,Task: 14.01 Exam Logs and Video Submission ,Filing file ,The file is uploaded. ,The user with id '155264' has uploaded a file to the submission with id '1897280' in the assignment activity with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
519,519,14.01.2021 16:28:00,282,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155264' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
535,535,14.01.2021 16:17:56,282,282,Task: 14.01 Exam Logs and Video Submission ,Task ,The submission form is viewed. ,The user with id '155264' viewed their submission for the assignment with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
536,536,14.01.2021 16:17:56,282,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155264' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
537,537,14.01.2021 16:17:32,282,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The submitted work status has been viewed. ,The user with id '155264' has viewed the submission status page for the assignment with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
538,538,14.01.2021 16:17:31,282,-,Task: 14.01 Exam Logs and Video Submission ,Task ,The course module has been viewed. ,The user with id '155264' viewed the 'assign' activity with course module id '543113'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
539,539,14.01.2021 16:16:51,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
540,540,14.01.2021 16:15:30,282,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Viewed ,The user with id 155264 viewed  VPL submission with id 1357541,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
541,541,14.01.2021 16:15:28,282,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: Submission Uploaded ,The user with id 155264 uploaded  VPL submission with id 1357541,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
542,542,14.01.2021 16:14:58,282,-,VPL Exercise: 14.01 Section 2 and 3 of the examination ,Virtual Programming Lab ,MOD_VPL: VPL DESCRIPTION Viewed ,The user with id 155264 viewed description of VPL activity with id 3123,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
758,758,14.01.2021 14:26:47,282,-,File: scores.txt ,File ,The course module has been viewed. ,The user with id '155264' viewed the 'resource' activity with course module id '831676'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
759,759,14.01.2021 14:26:41,282,-,File: 14.01 Exam programming tasks ,File ,The course module has been viewed. ,The user with id '155264' viewed the 'resource' activity with course module id '831785'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
760,760,14.01.2021 14:26:36,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
762,762,14.01.2021 14:26:28,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
763,763,14.01.2021 14:26:22,282,-,Test: 14.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
764,764,14.01.2021 14:26:21,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,The test has been performed ,The user with id '155264' has submitted the attempt with id '4386037' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
765,765,14.01.2021 14:26:21,282,282,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '155264' updated the grade with id '13820443' for the user with id '155264' for the grade item with id '108531'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
767,767,14.01.2021 14:26:18,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test summary was reviewed ,The user with id '155264' has viewed the summary for the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
769,769,14.01.2021 14:26:15,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
785,785,14.01.2021 14:24:45,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
791,791,14.01.2021 14:20:47,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
797,797,14.01.2021 14:17:30,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
803,803,14.01.2021 14:15:24,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
810,810,14.01.2021 14:12:49,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
811,811,14.01.2021 14:12:45,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4386037' belonging to the user with id '155264' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
812,812,14.01.2021 14:12:45,282,282,Test: 14.01 Point 1 of the examination 1 ,Test ,Test aid has been started ,The user with id '155264' has started the attempt with id '4386037' for the quiz with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
813,813,14.01.2021 14:12:38,282,-,Test: 14.01 Point 1 of the examination 1 ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '543132'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
814,814,14.01.2021 14:12:29,282,-,Test: Sample examination section 1 ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
818,818,14.01.2021 14:11:48,282,-,File: Rules for Exam (and Follow-up) ,File ,The course module has been viewed. ,The user with id '155264' viewed the 'resource' activity with course module id '828095'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
819,819,14.01.2021 14:11:35,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
820,820,14.01.2021 14:11:30,282,-,Test: 14.01 Estimated part of the exam ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
821,821,14.01.2021 14:11:29,282,282,Test: 14.01 Estimated part of the exam ,Test ,The test has been performed ,The user with id '155264' has submitted the attempt with id '4385922' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
822,822,14.01.2021 14:11:29,282,282,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '155264' updated the grade with id '13820436' for the user with id '155264' for the grade item with id '101890'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
823,823,14.01.2021 14:11:29,282,282,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '155264' updated the grade with id '14978138' for the user with id '155264' for the grade item with id '145391'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
824,824,14.01.2021 14:11:29,282,282,Test: 14.01 Estimated part of the exam ,System ,The course of completion of the course is updated ,The user with id '155264' updated the completion state for the course module with id '754604' for the user with id '155264'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
825,825,14.01.2021 14:11:25,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test summary was reviewed ,The user with id '155264' has viewed the summary for the attempt with id '4385922' belonging to the user with id '155264' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
826,826,14.01.2021 14:11:22,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4385922' belonging to the user with id '155264' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
845,845,14.01.2021 14:06:16,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4385922' belonging to the user with id '155264' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
860,860,14.01.2021 14:04:11,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4385922' belonging to the user with id '155264' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
878,878,14.01.2021 14:02:11,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4385922' belonging to the user with id '155264' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
902,902,14.01.2021 14:00:55,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4385922' belonging to the user with id '155264' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
904,904,14.01.2021 14:00:49,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4385922' belonging to the user with id '155264' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
905,905,14.01.2021 14:00:49,282,282,Test: 14.01 Estimated part of the exam ,Test ,Test aid has been started ,The user with id '155264' has started the attempt with id '4385922' for the quiz with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
909,909,14.01.2021 14:00:36,282,-,Test: 14.01 Estimated part of the exam ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '754604'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
913,913,14.01.2021 14:00:33,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
933,933,14.01.2021 13:57:54,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
934,934,14.01.2021 13:57:43,282,-,Poll: Declaration ,Poll ,The course module has been viewed. ,The user with id '155264' viewed the 'choice' activity with course module id '824141'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
935,935,14.01.2021 13:57:43,282,282,Poll: Declaration ,Poll ,The survey answer was added ,"The user with id '155264' has added the option with id '18056' for the
            user with id '155264' from the choice activity with course module id '824141'.",web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
936,936,14.01.2021 13:57:43,282,282,Poll: Declaration ,System ,The course of completion of the course is updated ,The user with id '155264' updated the completion state for the course module with id '824141' for the user with id '155264'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
940,940,14.01.2021 13:57:27,282,-,Poll: Declaration ,Poll ,The course module has been viewed. ,The user with id '155264' viewed the 'choice' activity with course module id '824141'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
981,981,14.01.2021 13:46:42,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
989,989,14.01.2021 13:46:22,282,-,BIGBLUEBUTTONBN: ABILINE ,Bigbluebuttonbn ,BigBlueButtonBn's meeting joined ,The user with id '155264' has joined a bigbluebutton meeting for the bigbluebuttonbn activity with id '7912' for the course id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
990,990,14.01.2021 13:46:20,282,-,BIGBLUEBUTTONBN: ABILINE ,Bigbluebuttonbn ,BigBlueButtonbn's action has been viewed ,The user with id '155264' viewed the bigbluebuttonbn activity with id '7912' for the course id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1072,1072,14.01.2021 12:37:47,282,-,Page: Sample examination section 2 and 3 task ,Sheet ,The course module has been viewed. ,The user with id '155264' viewed the 'page' activity with course module id '735887'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1076,1076,14.01.2021 12:37:42,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1082,1082,14.01.2021 12:07:38,282,-,File: Rules for Exam (and Follow-up) ,File ,The course module has been viewed. ,The user with id '155264' viewed the 'resource' activity with course module id '828095'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1084,1084,14.01.2021 12:07:13,282,-,Test: Sample examination section 1 ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1090,1090,14.01.2021 12:05:33,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has had their attempt with id '4384906' reviewed by the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1091,1091,14.01.2021 12:05:33,282,282,Test: Sample examination section 1 ,Test ,The test has been performed ,The user with id '155264' has submitted the attempt with id '4384906' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1092,1092,14.01.2021 12:05:33,282,282,Course: Programming (LTAT.03.001) ,System ,The user is rated ,The user with id '155264' updated the grade with id '13820449' for the user with id '155264' for the grade item with id '108104'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1093,1093,14.01.2021 12:05:30,282,282,Test: Sample examination section 1 ,Test ,Test summary was reviewed ,The user with id '155264' has viewed the summary for the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1094,1094,14.01.2021 12:05:28,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1095,1095,14.01.2021 12:03:52,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1096,1096,14.01.2021 12:01:28,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1097,1097,14.01.2021 12:00:13,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1102,1102,14.01.2021 11:58:21,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1103,1103,14.01.2021 11:27:55,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1104,1104,14.01.2021 11:27:51,282,282,Test: Sample examination section 1 ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4384906' belonging to the user with id '155264' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1105,1105,14.01.2021 11:27:51,282,282,Test: Sample examination section 1 ,Test ,Test aid has been started ,The user with id '155264' has started the attempt with id '4384906' for the quiz with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1106,1106,14.01.2021 11:27:47,282,-,Test: Sample examination section 1 ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '541451'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1107,1107,14.01.2021 11:27:39,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:e03d:223f:1c66:a16b
1111,1111,14.01.2021 09:03:07,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1112,1112,14.01.2021 09:02:44,282,282,Task: Presentation of sample exam logs and video ,Task ,The submission form is viewed. ,The user with id '155264' viewed their submission for the assignment with course module id '542234'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1113,1113,14.01.2021 09:02:44,282,-,Task: Presentation of sample exam logs and video ,Task ,The course module has been viewed. ,The user with id '155264' viewed the 'assign' activity with course module id '542234'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1114,1114,14.01.2021 09:02:15,282,-,Task: Presentation of sample exam logs and video ,Task ,The submitted work status has been viewed. ,The user with id '155264' has viewed the submission status page for the assignment with course module id '542234'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1115,1115,14.01.2021 09:02:15,282,-,Task: Presentation of sample exam logs and video ,Task ,The course module has been viewed. ,The user with id '155264' viewed the 'assign' activity with course module id '542234'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1116,1116,14.01.2021 09:00:22,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1117,1117,14.01.2021 09:00:10,282,-,Forum: Forum ,Forum ,The course module has been viewed. ,The user with id '155264' viewed the 'forum' activity with course module id '83875'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1118,1118,14.01.2021 08:59:58,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1142,1142,13.01.2021 21:49:16,282,-,File: Rules for Exam (and Follow-up) ,File ,The course module has been viewed. ,The user with id '155264' viewed the 'resource' activity with course module id '828095'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1143,1143,13.01.2021 21:48:35,282,-,Course: Programming (LTAT.03.001) ,System ,The course is viewed. ,The user with id '155264' viewed the course with id '500'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1144,1144,13.01.2021 21:48:32,282,-,Test: Estimated part of the sample exam ,Test ,The course module has been viewed. ,The user with id '155264' viewed the 'quiz' activity with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1145,1145,13.01.2021 21:48:23,282,282,Test: Estimated part of the sample exam ,Test ,Test performance test was reviewed ,The user with id '155264' has had their attempt with id '4383664' reviewed by the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1146,1146,13.01.2021 21:48:22,282,282,Test: Estimated part of the sample exam ,Test ,The test has been performed ,The user with id '155264' has submitted the attempt with id '4383664' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1147,1147,13.01.2021 21:48:18,282,282,Test: Estimated part of the sample exam ,Test ,Test summary was reviewed ,The user with id '155264' has viewed the summary for the attempt with id '4383664' belonging to the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1148,1148,13.01.2021 21:48:16,282,282,Test: Estimated part of the sample exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4383664' belonging to the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1149,1149,13.01.2021 21:47:13,282,282,Test: Estimated part of the sample exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4383664' belonging to the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1150,1150,13.01.2021 21:46:41,282,282,Test: Estimated part of the sample exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4383664' belonging to the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1151,1151,13.01.2021 21:46:26,282,282,Test: Estimated part of the sample exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4383664' belonging to the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1152,1152,13.01.2021 21:46:11,282,282,Test: Estimated part of the sample exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4383664' belonging to the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1153,1153,13.01.2021 21:46:08,282,282,Test: Estimated part of the sample exam ,Test ,Test performance test was reviewed ,The user with id '155264' has viewed the attempt with id '4383664' belonging to the user with id '155264' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
1154,1154,13.01.2021 21:46:08,282,282,Test: Estimated part of the sample exam ,Test ,Test aid has been started ,The user with id '155264' has started the attempt with id '4383664' for the quiz with course module id '541442'.,web,2001:7d0:87f1:be80:1570:ada2:7a1f:2a50
